Site,Year,month,day,time,Temp,rH,VPD
CH,2012,12,24,1600,11.1,49,0.674783369
CH,2012,12,24,1700,10.1,47,0.655958664
CH,2012,12,24,1800,12.7,55.9,0.648535822
CH,2012,12,24,1900,11.5,52,0.652178953
CH,2012,12,24,2000,12.3,59.4,0.581569988
CH,2012,12,24,2100,11.2,62,0.506132415
CH,2012,12,24,2200,15,61,0.666055163
CH,2012,12,24,2300,14.9,60.8,0.66517004
CH,2012,12,25,0000,15.9,64,0.651385633
CH,2012,12,25,0100,16.3,76,0.445492285
CH,2012,12,25,0200,14.5,81.2,0.310875168
CH,2012,12,25,0300,16,76,0.437042387
CH,2012,12,25,0400,16.4,77,0.429659646
CH,2012,12,25,0500,17.1,69,0.605440164
CH,2012,12,25,0600,15.2,78,0.380591862
CH,2012,12,25,0700,15.5,70,0.529088245
CH,2012,12,25,0800,15.7,66,0.607371818
CH,2012,12,25,0900,14,65,0.560302213
CH,2012,12,25,1000,13.2,61,0.592628234
CH,2012,12,25,1100,10.5,67,0.419508166
CH,2012,12,25,1200,13.2,71,0.440672277
CH,2012,12,25,1300,13.2,75,0.379889894
CH,2012,12,25,1400,11.3,65.7,0.459894998
CH,2012,12,25,1500,10.5,62,0.483070009
CH,2012,12,25,1600,7.6,57,0.449299342
CH,2012,12,25,1700,7,81,0.190522424
CH,2012,12,25,1800,8.3,61,0.427438951
CH,2012,12,25,1900,10,67,0.405697304
CH,2012,12,25,2000,11.7,60,0.550727974
CH,2012,12,25,2100,12.2,65.2,0.495215861
CH,2012,12,25,2200,11.2,74,0.346301126
CH,2012,12,25,2300,9.4,80,0.236152982
CH,2012,12,26,0000,9.6,78,0.263291771
CH,2012,12,26,0100,11.8,75,0.346488998
CH,2012,12,26,0200,12,74.1,0.363736424
CH,2012,12,26,0300,7.1,78,0.22212656
CH,2012,12,26,0400,4.5,79,0.176997033
CH,2012,12,26,0500,7.5,80,0.20755077
CH,2012,12,26,0600,9.2,78,0.256286268
CH,2012,12,26,0700,8.3,76.4,0.258655365
CH,2012,12,26,0800,2,77,0.162342218
CH,2012,12,26,0900,1.7,79,0.145066797
CH,2012,12,26,1000,9.6,77.5,0.269275675
CH,2012,12,26,1100,12.6,79,0.306805604
CH,2012,12,26,1200,10.3,75,0.313587184
CH,2012,12,26,1300,7.8,60,0.423707251
CH,2012,12,26,1400,8.5,61,0.433289783
CH,2012,12,26,1500,9.1,58.4,0.481351114
CH,2012,12,26,1600,11.2,63,0.492813141
CH,2012,12,26,1700,10.5,68.1,0.40552456
CH,2012,12,26,1800,9.2,68,0.372780026
CH,2012,12,26,1900,10.3,67,0.413935083
CH,2012,12,26,2000,11,71.9,0.369327629
CH,2012,12,26,2100,11.3,72,0.375424488
CH,2012,12,26,2200,9.5,72.6,0.32571727
CH,2012,12,26,2300,13.9,69,0.493053903
CH,2012,12,27,0000,13.1,64,0.543475991
CH,2012,12,27,0100,14.4,58.4,0.68345711
CH,2012,12,27,0200,13.6,68,0.499119184
CH,2012,12,27,0300,12.7,70,0.441180831
CH,2012,12,27,0400,13.1,71,0.437800104
CH,2012,12,27,0500,11.6, ,#VALUE!
CH,2012,12,27,0600,11.6,85,0.205160511
CH,2012,12,27,0700,7.9,87.9,0.129049666
CH,2012,12,27,0800,7.3,80.5,0.199606936
CH,2012,12,27,0900,7.6,76,0.250771726
CH,2012,12,27,1000,8.5,57.5,0.472174763
CH,2012,12,27,1100,11.1,43,0.754169648
CH,2012,12,27,1200,9.8,40,0.727792254
CH,2012,12,27,1300,2,50.3,0.350800359
CH,2012,12,27,1400,3,54,0.348717381
CH,2012,12,27,1500,1.7,60.8,0.270791355
CH,2012,12,27,1600,1.6,72,0.192036227
CH,2012,12,27,1700,2,62,0.268217578
CH,2012,12,27,1800,1.4,60,0.270414503
CH,2012,12,27,1900,2.4,70.4,0.214996634
CH,2012,12,27,2000,5.2,70.3,0.262897718
CH,2012,12,27,2100,7.5,71,0.300948616
CH,2012,12,27,2200,7.2,65,0.355818638
CH,2012,12,27,2300,5.1,68.2,0.27952753
CH,2012,12,28,0000,2.7,56,0.326506849
CH,2012,12,28,0100,1.9,50.2,0.348993486
CH,2012,12,28,0200,0.9,61,0.254302229
CH,2012,12,28,0300,3.3,39.5,0.46851537
CH,2012,12,28,0400,1.5,51,0.333652949
CH,2012,12,28,0500,2,79.4,0.145402161
CH,2012,12,28,0600,0.9,72,0.18257596
CH,2012,12,28,0700,0.8,66,0.220099767
CH,2012,12,28,0800,0.4,60.5,0.248388432
CH,2012,12,28,0900,0.4,54,0.289262477
CH,2012,12,28,1000,1.4,64.3,0.241344944
CH,2012,12,28,1100,1.6,84,0.109734987
CH,2012,12,28,1200,1.6,75,0.171460917
CH,2012,12,28,1300,0.7,79.7,0.130463531
CH,2012,12,28,1400,0.9,80,0.1304114
CH,2012,12,28,1500,1.7,85.4,0.100855964
CH,2012,12,28,1600,0.9,92,0.05216456
CH,2012,12,28,1700,0.6,93,0.044662279
CH,2012,12,28,1800,0,89.4,0.06474268
CH,2012,12,28,1900,1.7,82,0.124342969
CH,2012,12,28,2000,2.4,80.3,0.143088976
CH,2012,12,28,2100,1.4,85,0.101405439
CH,2012,12,28,2200,2.3,88,0.086539835
CH,2012,12,28,2300,2.2,89.5,0.075182429
CH,2012,12,29,0000,1.5,91,0.061283195
CH,2012,12,29,0100,1.6,87,0.089159677
CH,2012,12,29,0200,2.2,84,0.114563702
CH,2012,12,29,0300,1.9,86.7,0.093205088
CH,2012,12,29,0400,1.6,87,0.089159677
CH,2012,12,29,0500,1.1,84.6,0.101879793
CH,2012,12,29,0600,1.9,83.1,0.118433532
CH,2012,12,29,0700,0.6,81,0.121226185
CH,2012,12,29,0800,0.7,76.3,0.152314566
CH,2012,12,29,0900,0.5,82,0.114015108
CH,2012,12,29,1000,1.3,89,0.073829702
CH,2012,12,29,1100,0.5,86.7,0.084244496
CH,2012,12,29,1200,0.1,88,0.073829932
CH,2012,12,29,1300,0.8,84.9,0.097750191
CH,2012,12,29,1400,0.9,83,0.11084969
CH,2012,12,29,1500,0.3,75,0.156068752
CH,2012,12,29,1600,0.1,80.4,0.120588889
CH,2012,12,29,1700,0.4,77,0.144631239
CH,2012,12,29,1800,0.3,75.6,0.152323102
CH,2012,12,29,1900,0.5,79,0.133017626
CH,2012,12,29,2000,1.2,81,0.126607028
CH,2012,12,29,2100,1.7,83.5,0.113981055
CH,2012,12,29,2200,1.4,79,0.141967614
CH,2012,12,29,2300,2.1,77,0.163510069
CH,2012,12,30,0000,0.9,72,0.18257596
CH,2012,12,30,0100,1.3,69.9,0.202024912
CH,2012,12,30,0200,3.5,64,0.282765528
CH,2012,12,30,0300,3.7,62.4,0.299541466
CH,2012,12,30,0400,0.3,72.1,0.174172728
CH,2012,12,30,0500,2.5,79,0.15362495
CH,2012,12,30,0600,1.2,81.5,0.123275264
CH,2012,12,30,0700,0.7,79.3,0.133034241
CH,2012,12,30,0800,0.8,80,0.129470451
CH,2012,12,30,0900,1,81,0.124790459
CH,2012,12,30,1000,1.2,86,0.093289389
CH,2012,12,30,1100,0.1,89.3,0.065831689
CH,2012,12,30,1200,0.1,92.6,0.045528458
CH,2012,12,30,1300,0,95,0.030539
CH,2012,12,30,1400,0,95,0.030539
CH,2012,12,30,1500,0.5,95,0.031670863
CH,2012,12,30,1600,0.5,96,0.025336691
CH,2012,12,30,1700,0,96.5,0.0213773
CH,2012,12,30,1800,0.2,95,0.030987386
CH,2012,12,30,1900,0.5,91,0.057007554
CH,2012,12,30,2000,0.7,85,0.096401624
CH,2012,12,30,2100,1.5,83.4,0.113033448
CH,2012,12,30,2200,2.3,81,0.137021405
CH,2012,12,30,2300,3,77,0.17435869
CH,2012,12,31,0000,2,84.1,0.112227881
CH,2012,12,31,0100,1.1,84,0.105849135
CH,2012,12,31,0200,2.6,80.4,0.144410383
CH,2012,12,31,0300,2.5,80.9,0.13972555
CH,2012,12,31,0400,1.7,84.7,0.105691524
CH,2012,12,31,0500,1.6,81,0.130310297
CH,2012,12,31,0600,2.2,87.2,0.091650962
CH,2012,12,31,0700,2.3,86,0.100963141
CH,2012,12,31,0800,2.1,86,0.099527868
CH,2012,12,31,0900,0.9,91.5,0.055424845
CH,2012,12,31,1000,1.5,89,0.074901682
CH,2012,12,31,1100,0.6,90.2,0.06252719
CH,2012,12,31,1200,0.8,90,0.064735225
CH,2012,12,31,1300,0.9,91,0.05868513
CH,2012,12,31,1400,1.3,92.9,0.047653717
CH,2012,12,31,1500,0.5,92,0.050673381
CH,2012,12,31,1600,0,92,0.0488624
CH,2012,12,31,1700,1.5,92,0.054473951
CH,2012,12,31,1800,0.9,93,0.04564399
CH,2012,12,31,1900,0.7,94,0.03856065
CH,2012,12,31,2000,0.7,94.4,0.03598994
CH,2012,12,31,2100,0.1,91.7,0.051065703
CH,2012,12,31,2200,0.7,97.7,0.014781582
CH,2012,12,31,2300,1.7,95,0.034539714
CH,2013,1,1,0000,0.8,91.3,0.056319646
CH,2013,1,1,0100,1.1,93.4,0.043662768
CH,2013,1,1,0200,0.3,87.7,0.076785826
CH,2013,1,1,0300,1.4,87,0.087884713
CH,2013,1,1,0400,2,89,0.077641931
CH,2013,1,1,0500,0.9,89.5,0.068465985
CH,2013,1,1,0600,1.5,89.1,0.074220758
CH,2013,1,1,0700,1.2,88,0.079962334
CH,2013,1,1,0800,2.2,88,0.085922777
CH,2013,1,1,0900,0.6,88,0.076563906
CH,2013,1,1,1000,1.2,85.5,0.096621153
CH,2013,1,1,1100,4.8,82,0.15493732
CH,2013,1,1,1200,4.8,81,0.163544949
CH,2013,1,1,1300,2.8,79,0.1569472
CH,2013,1,1,1400,2.6,86,0.103150273
CH,2013,1,1,1500,2.2,82,0.128884165
CH,2013,1,1,1600,2,84,0.112933717
CH,2013,1,1,1700,1.6,84,0.109734987
CH,2013,1,1,1800,1.5,78.3,0.147760592
CH,2013,1,1,1900,1.3,79,0.140947613
CH,2013,1,1,2000,1.3,75.5,0.164438882
CH,2013,1,1,2100,1.1,78,0.145542561
CH,2013,1,1,2200,1.2,79,0.139934084
CH,2013,1,1,2300,0.9,77,0.14997311
CH,2013,1,2,0000,1.2,75.7,0.161923725
CH,2013,1,2,0100,0.8,74,0.168311586
CH,2013,1,2,0200,0.3,75.7,0.151698827
CH,2013,1,2,0300,0.4,72,0.176072812
CH,2013,1,2,0400,1,78.4,0.141867048
CH,2013,1,2,0500,2,81,0.134108789
CH,2013,1,2,0600,1.4,77.8,0.150080049
CH,2013,1,2,0700,1.6,79,0.14402717
CH,2013,1,2,0800,0.9,81,0.12389083
CH,2013,1,2,0900,1.6,85,0.10287655
CH,2013,1,2,1000,1.1,86,0.092617993
CH,2013,1,2,1100,1.1,85.3,0.097248893
CH,2013,1,2,1200,0.4,86,0.088036406
CH,2013,1,2,1300,0.6,82,0.114845859
CH,2013,1,2,1400,0.3,82,0.112369502
CH,2013,1,2,1500,0.3,80,0.124855002
CH,2013,1,2,1600,0,79.3,0.12643146
CH,2013,1,2,1700,0,78,0.1343716
CH,2013,1,2,1800,0.4,77,0.144631239
CH,2013,1,2,1900,0.7,78,0.141389049
CH,2013,1,2,2000,0.3,75,0.156068752
CH,2013,1,2,2100,1.7,80,0.138158854
CH,2013,1,2,2200,5.1,79.9,0.176682495
CH,2013,1,2,2300,1.9,77,0.16118173
CH,2013,1,3,0000,0.6,78,0.140367162
CH,2013,1,3,0100,2.3,76,0.17307967
CH,2013,1,3,0200,2.4,78,0.159794796
CH,2013,1,3,0300,1.9,75,0.175197533
CH,2013,1,3,0400,1.8,74.2,0.179510303
CH,2013,1,3,0500,1.7,75,0.172698568
CH,2013,1,3,0600,1.8,74,0.180901856
CH,2013,1,3,0700,1.6,75,0.171460917
CH,2013,1,3,0800,2.4,76,0.174321595
CH,2013,1,3,0900,2.4,77,0.167058196
CH,2013,1,3,1000,1,75,0.164197973
CH,2013,1,3,1100,1.8,76,0.166986329
CH,2013,1,3,1200,1.9,80,0.140158026
CH,2013,1,3,1300,2.7,75,0.185515255
CH,2013,1,3,1400,2.7,76,0.178094645
CH,2013,1,3,1500,2,76,0.169400576
CH,2013,1,3,1600,0.6,78,0.140367162
CH,2013,1,3,1700,0.2,74,0.161134406
CH,2013,1,3,1800,3.2,75,0.192232512
CH,2013,1,3,1900,0.2,72,0.173529361
CH,2013,1,3,2000,4.9,72,0.242706878
CH,2013,1,3,2100,4.5,70.8,0.24611016
CH,2013,1,3,2200,2.6,69,0.228404177
CH,2013,1,3,2300,1.3,71,0.194641942
CH,2013,1,4,0000,1.5,73,0.183849584
CH,2013,1,4,0100,1.7,66.7,0.230034493
CH,2013,1,4,0200,1.6,65.1,0.23935944
CH,2013,1,4,0300,7.9,62,0.405279942
CH,2013,1,4,0400,8.9,67.7,0.368719343
CH,2013,1,4,0500,8.7,69.9,0.338980695
CH,2013,1,4,0600,6.1,61,0.367517038
CH,2013,1,4,0700,4.6,64.8,0.298770367
CH,2013,1,4,0800,8.3,72,0.306879247
CH,2013,1,4,0900,5.7,65.3,0.31804342
CH,2013,1,4,1000,4.7,63,0.316258491
CH,2013,1,4,1100,1.5,62,0.258751267
CH,2013,1,4,1200,3.6,69,0.245222051
CH,2013,1,4,1300,2.1,58,0.298583604
CH,2013,1,4,1400,8.7,47.6,0.590119216
CH,2013,1,4,1500,13.6,58,0.655093929
CH,2013,1,4,1600,14.9,53,0.797525303
CH,2013,1,4,1700,14.6,57,0.715656514
CH,2013,1,4,1800,15.1,54,0.790678915
CH,2013,1,4,1900,12.9,61,0.581106636
CH,2013,1,4,2000,12.7,60,0.588241108
CH,2013,1,4,2100,9.1,72,0.323986327
CH,2013,1,4,2200,9.3,73,0.316663506
CH,2013,1,4,2300,16.4,69.3,0.573502223
CH,2013,1,5,0000,11.5,61.8,0.51902575
CH,2013,1,5,0100,11.6,68,0.437675758
CH,2013,1,5,0200,12.7,62.2,0.555887847
CH,2013,1,5,0300,13.5,55.8,0.684929463
CH,2013,1,5,0400,13.2,56,0.668606213
CH,2013,1,5,0500,13.2,55.1,0.682282249
CH,2013,1,5,0600,13.2,55,0.683801809
CH,2013,1,5,0700,11.9,50.5,0.69059686
CH,2013,1,5,0800,9.6,50.5,0.592406485
CH,2013,1,5,0900,8.6,47,0.592841011
CH,2013,1,5,1000,8.1,45.9,0.584914856
CH,2013,1,5,1100,10.3,59,0.514282982
CH,2013,1,5,1200,11.3,56,0.589952767
CH,2013,1,5,1300,10.4,56,0.555617929
CH,2013,1,5,1400,5.3,54,0.410032769
CH,2013,1,5,1500,2.6,63,0.272611437
CH,2013,1,5,1600,1.5,68,0.217895804
CH,2013,1,5,1700,1.9,68,0.224252842
CH,2013,1,5,1800,0.7,64,0.231363898
CH,2013,1,5,1900,0.8,67,0.213626244
CH,2013,1,5,2000,1.5,62.1,0.258070342
CH,2013,1,5,2100,0.8,59.2,0.26411972
CH,2013,1,5,2200,1.9,57,0.301339757
CH,2013,1,5,2300,5.9,62,0.353161639
CH,2013,1,6,0000,5.2,62,0.336367451
CH,2013,1,6,0100,5,62.2,0.329954328
CH,2013,1,6,0200,0.8,56,0.284834992
CH,2013,1,6,0300,2.7,61.7,0.284209371
CH,2013,1,6,0400,0.7,59.8,0.258356353
CH,2013,1,6,0500,1.3,62.3,0.253034525
CH,2013,1,6,0600,1.1,65,0.231544983
CH,2013,1,6,0700,1.8,65,0.243521729
CH,2013,1,6,0800,1.1,72.3,0.183251315
CH,2013,1,6,0900,1.6,76.5,0.161173262
CH,2013,1,6,1000,1,76,0.157630054
CH,2013,1,6,1100,0.4,82,0.113189665
CH,2013,1,6,1200,0.4,81,0.11947798
CH,2013,1,6,1300,1,81.2,0.123476875
CH,2013,1,6,1400,1.5,80.7,0.131418406
CH,2013,1,6,1500,2.1,78,0.156400935
CH,2013,1,6,1600,2.3,81,0.137021405
CH,2013,1,6,1700,2,81,0.134108789
CH,2013,1,6,1800,0.3,82.7,0.107999577
CH,2013,1,6,1900,0.2,83.2,0.104117616
CH,2013,1,6,2000,1.5,72,0.190658828
CH,2013,1,6,2100,1.3,65,0.234912689
CH,2013,1,6,2200,1.2,66,0.226559945
CH,2013,1,6,2300,0.5,70.2,0.188758345
CH,2013,1,7,0000,0.8,0,0.647352255
CH,2013,1,7,0100,2,70,0.21175072
CH,2013,1,7,0200,2,73,0.190575648
CH,2013,1,7,0300,1.9,74.6,0.178000694
CH,2013,1,7,0400,2.3,75,0.180291323
CH,2013,1,7,0500,2.4,71,0.210638594
CH,2013,1,7,0600,2.1,71.4,0.203321216
CH,2013,1,7,0700,1.6,72,0.192036227
CH,2013,1,7,0800,2.1,86,0.099527868
CH,2013,1,7,0900,1.9,86,0.098110618
CH,2013,1,7,1000,1.2,84,0.106616445
CH,2013,1,7,1100,0.1,78.5,0.132278628
CH,2013,1,7,1200,0.2,75,0.154936929
CH,2013,1,7,1300,0.1,73,0.166117347
CH,2013,1,7,1400,0.3,74,0.162311503
CH,2013,1,7,1500,0.9,83,0.11084969
CH,2013,1,7,1600,0.9,74.2,0.168230706
CH,2013,1,7,1700,1.3,82,0.12081224
CH,2013,1,7,1800,1,76,0.157630054
CH,2013,1,7,1900,1.6,77,0.157744044
CH,2013,1,7,2000,2,76,0.169400576
CH,2013,1,7,2100,2.4,83.4,0.120572437
CH,2013,1,7,2200,1.7,82.1,0.123652175
CH,2013,1,7,2300,1.5,80,0.136184877
CH,2013,1,8,0000,1.2,77,0.153261139
CH,2013,1,8,0100,1.6,78,0.150885607
CH,2013,1,8,0200,1.3,84,0.107388658
CH,2013,1,8,0300,2,80.9,0.134814625
CH,2013,1,8,0400,2.2,81,0.136044396
CH,2013,1,8,0500,2.5,84,0.117047581
CH,2013,1,8,0600,2.7,82,0.133570984
CH,2013,1,8,0700,3.3,83.7,0.126228108
CH,2013,1,8,0800,2.8,78,0.164420876
CH,2013,1,8,0900,1.8,84,0.111324219
CH,2013,1,8,1000,0.6,88,0.076563906
CH,2013,1,8,1100,0.1,89,0.067677438
CH,2013,1,8,1200,0.3,87,0.081155751
CH,2013,1,8,1300,0.3,89,0.068670251
CH,2013,1,8,1400,0,90,0.061078
CH,2013,1,8,1500,0,90.1,0.06046722
CH,2013,1,8,1600,1,94,0.039407513
CH,2013,1,8,1700,0.4,92,0.050306518
CH,2013,1,8,1800,0.7,94,0.03856065
CH,2013,1,8,1900,0,85,0.091617
CH,2013,1,8,2000,0.4,78.9,0.132683441
CH,2013,1,8,2100,1.3,86,0.093965076
CH,2013,1,8,2200,0.9,82,0.11737026
CH,2013,1,8,2300,1.1,77,0.152158132
CH,2013,1,9,0000, ,0,#VALUE!
CH,2013,1,9,0100,1.5,78.1,0.149122441
CH,2013,1,9,0200,2.1,76,0.170619202
CH,2013,1,9,0300,2.3,84,0.115386447
CH,2013,1,9,0400,1.6,82.5,0.120022642
CH,2013,1,9,0500,2.6,85,0.11051815
CH,2013,1,9,0600,1.7,86.8,0.091184844
CH,2013,1,9,0700,1.4,89,0.074363988
CH,2013,1,9,0800,2.3,90.2,0.070674199
CH,2013,1,9,0900,0.6,90,0.063803255
CH,2013,1,9,1000,0.7,91,0.057840974
CH,2013,1,9,1100,0.9,90.3,0.063249529
CH,2013,1,9,1200,0.2,87,0.080567203
CH,2013,1,9,1300, ,88.2,#VALUE!
CH,2013,1,9,1400,0,93,0.0427546
CH,2013,1,9,1500,0,90,0.061078
CH,2013,1,9,1600,0.3,89,0.068670251
CH,2013,1,9,1700,0.1,87,0.079982426
CH,2013,1,9,1800,0.4,85.8,0.089294069
CH,2013,1,9,1900,0.5,85,0.09501259
CH,2013,1,9,2000,0.6,89,0.070183581
CH,2013,1,9,2100,0.9,87,0.08476741
CH,2013,1,9,2200,0.7,85,0.096401624
CH,2013,1,9,2300,2.5,90.1,0.072423191
CH,2013,1,10,0000,2,90,0.070583573
CH,2013,1,10,0100,1.8,81,0.13219751
CH,2013,1,10,0200,1.9,0,0.700790132
CH,2013,1,10,0300,1.2,76,0.159924667
CH,2013,1,10,0400,2.6,77.5,0.165777225
CH,2013,1,10,0500,2.3,79.6,0.14711772
CH,2013,1,10,0600,2,82.9,0.12069791
CH,2013,1,10,0700,1.4,84,0.108165801
CH,2013,1,10,0800,1,77,0.151062135
CH,2013,1,10,0900,0.9,84.4,0.101720892
CH,2013,1,10,1000,0.6,77.2,0.145471422
CH,2013,1,10,1100,0.2,84,0.099159635
CH,2013,1,10,1200,0.7,89,0.070694524
CH,2013,1,10,1300,1,87,0.085382946
CH,2013,1,10,1400,2.3,82.6,0.125482761
CH,2013,1,10,1500,0.3,85.8,0.088647051
CH,2013,1,10,1600,0.2,82,0.111554589
CH,2013,1,10,1700,1.8,67,0.229606202
CH,2013,1,10,1800,0.2,63,0.229306655
CH,2013,1,10,1900,1.2,57,0.286531695
CH,2013,1,10,2000,2.8,58,0.313894399
CH,2013,1,10,2100,2,49,0.359976223
CH,2013,1,10,2200,2,68.2,0.224455763
CH,2013,1,10,2300,1.5,62,0.258751267
CH,2013,1,11,0000,1.7,57.2,0.295659948
CH,2013,1,11,0100,0.9,52.9,0.307118846
CH,2013,1,11,0200,2,58.1,0.295745172
CH,2013,1,11,0300,2.4,59,0.297799392
CH,2013,1,11,0400,0.7,58.7,0.265425805
CH,2013,1,11,0500,2,64,0.254100864
CH,2013,1,11,0600,1.4,64.4,0.240668907
CH,2013,1,11,0700,1.4,66.9,0.223768001
CH,2013,1,11,0800,2.1,73,0.191946603
CH,2013,1,11,0900,1.2,68,0.213232889
CH,2013,1,11,1000,0.1,66,0.209184807
CH,2013,1,11,1100,0,66,0.2076652
CH,2013,1,11,1200,0,67.3,0.19972506
CH,2013,1,11,1300,0.6,70,0.191409766
CH,2013,1,11,1400,0.7,87,0.083548074
CH,2013,1,11,1500,0.6,74,0.165888464
CH,2013,1,11,1600,0,79.3,0.12643146
CH,2013,1,11,1700,0.7,83.9,0.103471077
CH,2013,1,11,1800,0.7,86,0.089974849
CH,2013,1,11,1900,0.7,83,0.109255174
CH,2013,1,11,2000,0.4,77,0.144631239
CH,2013,1,11,2100,2.1,79,0.149291802
CH,2013,1,11,2200,3.5,78.2,0.171230236
CH,2013,1,11,2300,3.2,70,0.230679014
CH,2013,1,12,0000,2.6,79.9,0.148094321
CH,2013,1,12,0100,1.3,75,0.167794778
CH,2013,1,12,0200,3.8,78,0.176506411
CH,2013,1,12,0300,3.4,77,0.179380548
CH,2013,1,12,0400,2.5,74.5,0.186544582
CH,2013,1,12,0500,2.2,74.7,0.181153854
CH,2013,1,12,0600,1,68,0.210173405
CH,2013,1,12,0700,0.4,71.2,0.181103464
CH,2013,1,12,0800,1,70,0.197037567
CH,2013,1,12,0900,0.3,71,0.181039753
CH,2013,1,12,1000,0.9,74,0.16953482
CH,2013,1,12,1100,0.3,73,0.168554253
CH,2013,1,12,1200,0.2,73.2,0.166092388
CH,2013,1,12,1300,1.6,79,0.14402717
CH,2013,1,12,1400,1.1,83,0.112464706
CH,2013,1,12,1500,1.3,82.7,0.116113986
CH,2013,1,12,1600,1.7,90,0.069079427
CH,2013,1,12,1700,0.9,90.4,0.062597472
CH,2013,1,12,1800,1.4,90,0.067603626
CH,2013,1,12,1900,1.1,89,0.07277128
CH,2013,1,12,2000,0.6,84,0.102085208
CH,2013,1,12,2100,0.2,85,0.092962158
CH,2013,1,12,2200,1.2,87.5,0.083294097
CH,2013,1,12,2300,1.1,88.8,0.074094395
CH,2013,1,13,0000,0.4,85,0.094324721
CH,2013,1,13,0100,0.1,90,0.061524943
CH,2013,1,13,0200,0.8,91.8,0.053082885
CH,2013,1,13,0300,0.5,82,0.114015108
CH,2013,1,13,0400,0.7,80.2,0.127250144
CH,2013,1,13,0500,1.2,83.4,0.110614561
CH,2013,1,13,0600,1.6,81,0.130310297
CH,2013,1,13,0700,0.9,87.8,0.079550954
CH,2013,1,13,0800,0.4,82,0.113189665
CH,2013,1,13,0900,0.2,84,0.099159635
CH,2013,1,13,1000,0.2,82.2,0.110315094
CH,2013,1,13,1100,0.1,86,0.086134921
CH,2013,1,13,1200,0.6,83,0.108465534
CH,2013,1,13,1300,0.4,87,0.081748091
CH,2013,1,13,1400,0.5,86,0.088678417
CH,2013,1,13,1500,0.1,90.7,0.057218197
CH,2013,1,13,1600,1.5,82,0.122566389
CH,2013,1,13,1700,0.6,89,0.070183581
CH,2013,1,13,1800,0.2,93,0.04338234
CH,2013,1,13,1900,1.1,93,0.046308997
CH,2013,1,13,2000,2.4,86.4,0.098782237
CH,2013,1,13,2100,0.8,85.9,0.091276668
CH,2013,1,13,2200,1.6,89,0.075442803
CH,2013,1,13,2300,2,81.4,0.131285446
CH,2013,1,14,0000,1.5,0,0.680924386
CH,2013,1,14,0100,0.8,0,0.647352255
CH,2013,1,14,0200,1,77.6,0.147121383
CH,2013,1,14,0300,1.6,78,0.150885607
CH,2013,1,14,0400,2,75,0.176458933
CH,2013,1,14,0500,4.1,65.5,0.282714146
CH,2013,1,14,0600,0.7,76,0.154242599
CH,2013,1,14,0700,2,80,0.141167146
CH,2013,1,14,0800,1.1,76.3,0.156789032
CH,2013,1,14,0900,1,85,0.098518784
CH,2013,1,14,1000,0.4,80,0.125766295
CH,2013,1,14,1100,1.2,84.9,0.10061927
CH,2013,1,14,1200,0.5,88,0.076010072
CH,2013,1,14,1300,1.4,89.9,0.068279662
CH,2013,1,14,1400,0.5,90,0.063341727
CH,2013,1,14,1500,0.1,84,0.098439909
CH,2013,1,14,1600,1,82,0.11822254
CH,2013,1,14,1700,0.3,86,0.087398501
CH,2013,1,14,1800,0,87.2,0.07817984
CH,2013,1,14,1900,0.2,78.2,0.135105002
CH,2013,1,14,2000,0.3,71,0.181039753
CH,2013,1,14,2100,1,71.5,0.187185689
CH,2013,1,14,2200,0.3,59,0.255952754
CH,2013,1,14,2300,0.8,73.9,0.168958939
CH,2013,1,15,0000,1.9,73.9,0.182906224
CH,2013,1,15,0100,0.7,79,0.134962274
CH,2013,1,15,0200,1.6,61,0.26747903
CH,2013,1,15,0300,1.4,67.5,0.219711783
CH,2013,1,15,0400,1.6,60,0.274337467
CH,2013,1,15,0500,1.8,55,0.313099366
CH,2013,1,15,0600,1.9,53,0.329371362
CH,2013,1,15,0700,1.4,40.1,0.404945718
CH,2013,1,15,0800,1.8,54.3,0.317969801
CH,2013,1,15,0900,2.2,61,0.279249024
CH,2013,1,15,1000,1.4,56,0.297455953
CH,2013,1,15,1100,2,73,0.190575648
CH,2013,1,15,1200,1.9,71.5,0.199725188
CH,2013,1,15,1300,2,44,0.39526801
CH,2013,1,15,1400,0.4,58,0.264109218
CH,2013,1,15,1500,2.4,64,0.261482393
CH,2013,1,15,1600,1.4,53,0.317737041
CH,2013,1,15,1700,0.7,54.9,0.28984755
CH,2013,1,15,1800,1.3,47,0.355724929
CH,2013,1,15,1900,0.6,76.5,0.14993765
CH,2013,1,15,2000,0.1,77,0.14150737
CH,2013,1,15,2100,1.2,68.3,0.211233831
CH,2013,1,15,2200,0.2,0,0.619747717
CH,2013,1,15,2300,1.3,74,0.174506569
CH,2013,1,16,0000, ,0,#VALUE!
CH,2013,1,16,0100,2,80,0.141167146
CH,2013,1,16,0200,2.4,75,0.181584995
CH,2013,1,16,0300,2.5,72.8,0.198980887
CH,2013,1,16,0400,1,65,0.229877162
CH,2013,1,16,0500,0.7,0,0.642677494
CH,2013,1,16,0600,0.9,54.2,0.298642105
CH,2013,1,16,0700,0.5,60,0.253366906
CH,2013,1,16,0800,1.4,68,0.216331602
CH,2013,1,16,0900,2.1,91,0.063982201
CH,2013,1,16,1000,0.1,76.6,0.143968368
CH,2013,1,16,1100,0.8,83,0.110049883
CH,2013,1,16,1200,1.7,82,0.124342969
CH,2013,1,16,1300,1.1,84,0.105849135
